n;x_n;|x_n - x_n-1|;log(|x_n - x_n-1|);|x_n - x_r|;log(|x_n - x_r|);alpha;lambda
1;0.895555512355254;0.000000000000000;-inf;0.090566973006854;-1.043030147310665;0.000000000000000;0.000000000000000
2;0.866414294198047;0.029141218157207;-1.535492297868172;0.061425754849647;-1.211649497851187;0.000000000000000;0.000000000000000
3;0.830870874692073;0.035543419505974;-1.449240792593290;0.025882335343673;-1.586996540170542;-2.427200504392355;0.000006665174553
4;0.808922138920931;0.021948735771142;-1.658590489701083;0.003933599572531;-2.405209851913181;3.609580341955978;3737.322590515427237
5;0.805069618415046;0.003852520505885;-2.414255040975808;0.000081079066646;-4.091091259395975;2.219261098335197;18.475249450094815
6;0.804988573080935;0.000081045334112;-4.091271983010730;0.000000033732535;-7.471951024803104;2.015888427446845;5.964812754653317
7;0.804988539348400;0.000000033732534;-7.471951029091223;0.000000000000000;-15.477468515471340;2.014548198847831;5.889976679696959
8;0.804988539348395;0.000000000000005;-14.282491912255287;0.000000000000005;-14.311137093704815;0.000000000000000;0.000000000000000
