n;x_n;|x_n - x_n-1|;log(|x_n - x_n-1|);|x_n - x_r|;log(|x_n - x_r|);alpha;lambda
1;0.891304;0;-inf;0.00869565;-2.0607;0;0
2;0.900005;0.00870092;-2.06044;5.26331e-06;-5.27874;0;0
3;0.9;5.26331e-06;-5.27874;1.22125e-15;-14.9132;0;0
