n;x_n;|x_n - x_n-1|;log(|x_n - x_n-1|);|x_n - x_r|;log(|x_n - x_r|);alpha;lambda
1;0.901460804745111;0.000000000000000;-inf;0.001460804745111;-2.835407829095108;0.000000000000000;0.000000000000000
2;0.899999975061294;0.001460829683816;-2.835400414928406;0.000000024938706;-7.603126086725746;0.000000000000000;0.000000000000000
3;0.900000000000000;0.000000024938706;-7.603126086725746;0.000000000000000;-inf;inf;-nan
4;0.900000000000000;0.000000000000000;-inf;0.000000000000000;-inf;0.000000000000000;0.000000000000000
