n;x_n;|x_n - x_n-1|;log(|x_n - x_n-1|);|x_n - x_r|;log(|x_n - x_r|);alpha;lambda
1;0.914815;0;247.875;0.0148148;-1.8293;0;0
2;0.900052;0;247.875;5.19334e-005;-4.28455;0;0
3;0.9;0;247.875;2.2411e-012;-11.6495;3.00155;16.2472
4;0.9;0;247.875;0;-1.#INF;1.#INF;-1.#IND
5;0.9;0;247.875;0;-1.#INF;0;0
